,601,602,700,701,702,142,143,SPY,QQQ,^RUT,IEI,LQD,GSG,GLD,OIL
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2016-01-04,331.67,340.28,451.98,279.94,322.65,1524.1,772.45,173.4835205078125,102.67121124267578,1108.6199951171875,107.18592071533203,86.43628692626953,14.119999885559082,102.88999938964844,14.90999984741211
2016-01-05,331.55,340.08,451.83,279.92,322.66,1531.42,775.31,173.77694702148438,102.4930419921875,1110.43994140625,107.22950744628906,86.48179626464844,13.979999542236328,103.18000030517578,14.67490005493164
2016-01-06,331.31,339.97,452.05,279.95,322.66,1523.41,764.74,171.58493041992188,101.5085220336914,1094.3699951171875,107.54360961914062,86.82312774658203,13.569999694824219,104.66999816894531,14.15999984741211
2016-01-07,331.22,340.21,452.98,279.94,322.71,1493.97,744.48,167.4683074951172,98.32994842529297,1064.5699462890625,107.7878646850586,86.89141845703125,13.4399995803833,106.1500015258789,13.899999618530273
2016-01-08,,,,,,,,165.63002014160156,97.52359771728516,1046.199951171875,108.00595092773438,86.95966339111328,13.420000076293945,105.68000030517578,13.550000190734863
2016-01-10,331.55,340.72,453.94,279.96,322.76,1487.15,741.12,,,,,,,,
2016-01-11,331.08,340.08,453.35,279.93,322.75,1492.8,746.65,165.79403686523438,97.82362365722656,1041.9000244140625,107.87509155273438,86.67900848388672,12.960000038146973,104.73999786376953,12.800000190734863
2016-01-12,330.74,339.83,453.15,279.9,322.76,1502.6,747.91,167.13172912597656,98.95816040039062,1044.699951171875,108.07579803466797,86.87625885009766,12.930000305175781,104.20999908447266,12.579999923706055
2016-01-13,330.85,340.17,453.57,279.95,322.75,1497.78,740.79,162.96336364746094,95.54515838623047,1010.1900024414062,108.29388427734375,87.14175415039062,12.829999923706055,104.72000122070312,12.415300369262695
2016-01-14,330.58,340.59,454.25,279.91,322.78,1454.4,717.56,165.63870239257812,97.57984161376953,1025.6700439453125,108.2677230834961,86.70934295654297,12.890000343322754,103.0199966430664,12.609999656677246
2016-01-15,,,,,,,,162.08309936523438,94.55125427246094,1007.719970703125,108.56432342529297,86.58039093017578,12.550000190734863,104.08000183105469,12.0
2016-01-17,330.61,340.73,454.69,279.87,322.81,1448.75,715.14,,,,,,,,
2016-01-18,330.02,340.07,453.99,279.72,322.8,1456.3,717.74,,,,,,,,
2016-01-19,329.95,339.89,453.88,279.77,322.82,1464.16,724.14,162.2988739013672,94.75753784179688,994.8699951171875,108.45958709716797,86.19355010986328,12.420000076293945,103.9800033569336,11.720000267028809
2016-01-20,329.97,340.62,455.1,279.72,322.85,1433.58,702.94,160.2189483642578,94.46688079833984,999.3099975585938,108.74758911132812,86.32251739501953,12.279999732971191,105.37000274658203,11.539999961853027
2016-01-21,330.31,341.07,455.03,279.72,322.86,1439.99,710.89,161.11651611328125,94.5606460571289,997.3400268554688,108.64280700683594,86.07218170166016,12.529999732971191,105.48999786376953,11.8100004196167
2016-01-22,,,,,,,,164.42185974121094,97.29854583740234,1020.6599731445312,108.48584747314453,86.12529754638672,13.020000457763672,105.0,12.79699993133545
2016-01-24,330.42,340.83,454.29,279.7,322.84,1463.94,720.49,,,,,,,,
2016-01-25,330.96,341.17,454.56,279.7,322.85,1452.93,716.81,161.93634033203125,95.85457611083984,997.3699951171875,108.59921264648438,86.0342788696289,12.59000015258789,106.08000183105469,12.309000015258789
2016-01-26,331.02,341.18,454.48,279.7,322.87,1455.8,714.25,164.14572143554688,96.71721649169922,1017.969970703125,108.69518280029297,86.27699279785156,12.869999885559082,107.29000091552734,12.629899978637695
2016-01-27,331.34,341.24,454.43,279.7,322.88,1447.85,722.6,162.35926818847656,94.3074951171875,1002.75,108.7649917602539,86.04187774658203,13.069999694824219,107.69000244140625,12.899999618530273
2016-01-28,331.79,341.49,454.55,279.7,322.84,1452.17,726.03,163.2050018310547,95.63893127441406,1003.27001953125,108.89583587646484,86.14045715332031,13.380000114440918,106.54000091552734,13.5600004196167
2016-01-29,,,,,,,,167.1835174560547,97.63610076904297,1035.3800048828125,109.26223754882812,86.58795166015625,13.479999542236328,106.94999694824219,13.699999809265137
2016-01-31,332.9,342.71,456.0,279.74,322.98,1475.85,736.09,,,,,,,,
2016-02-01,332.44,342.36,455.45,279.7,322.92,1470.56,727.29,167.12306213378906,97.89862060546875,1032.3900146484375,109.06838989257812,86.31183624267578,13.079999923706055,108.05000305175781,13.013500213623047
2016-02-02,332.89,343.0,456.42,279.72,323.0,1457.4,723.92,164.11117553710938,95.77959442138672,1008.8400268554688,109.51376342773438,86.4715805053711,12.779999732971191,108.08999633789062,12.630000114440918
2016-02-03,333.13,343.46,457.23,279.77,323.03,1448.1,719.63,165.09500122070312,95.32014465332031,1010.2999877929688,109.54002380371094,86.25855255126953,13.260000228881836,109.25,13.219900131225586
2016-02-04,332.88,343.21,456.9,279.78,323.06,1454.56,714.06,165.35391235351562,95.3107681274414,1014.7899780273438,109.64480590820312,86.29664611816406,13.140000343322754,110.56999969482422,13.019000053405762
2016-02-05,,,,,,,,162.20391845703125,92.00090026855469,985.6199951171875,109.6535873413086,86.28142547607422,12.989999771118164,112.31999969482422,13.0600004196167
2016-02-07,332.9,343.41,457.45,279.82,323.09,1437.89,706.69,,,,,,,,
2016-02-08,332.71,343.59,458.27,279.8,323.1,1420.83,695.04,160.02049255371094,90.59442138671875,969.3400268554688,110.08158874511719,86.73029327392578,12.800000190734863,113.83000183105469,12.609999656677246
2016-02-09,332.03,343.31,458.16,279.71,323.14,1417.9,689.79,160.0290985107422,90.31314849853516,963.9000244140625,110.04662322998047,86.43354797363281,12.430000305175781,113.58000183105469,11.949999809265137
2016-02-10,331.91,343.13,458.21,279.72,323.18,1422.49,692.39,159.8910369873047,90.66008758544922,963.47998046875,110.1776351928711,86.54006958007812,12.329999923706055,114.45999908447266,11.920999526977539
2016-02-11,331.42,343.31,458.74,279.7,323.24,1383.34,674.41,157.8112030029297,90.52880859375,953.719970703125,110.35232543945312,86.82916259765625,12.430000305175781,119.05999755859375,11.935400009155273
2016-02-12,,,,,,,,161.06471252441406,91.90711975097656,971.989990234375,109.96800994873047,86.3422622680664,12.720000267028809,118.36000061035156,12.470000267028809
2016-02-14,331.72,343.2,458.12,279.64,323.26,1397.61,693.34,,,,,,,,
2016-02-15,332.33,343.2,457.97,279.65,323.28,1407.27,702.79,,,,,,,,
2016-02-16,332.69,343.51,457.97,279.62,323.26,1405.61,706.77,163.78326416015625,93.97932434082031,995.7999877929688,109.82826232910156,85.93146514892578,12.630000114440918,114.7699966430664,12.270000457763672
2016-02-17,332.58,343.08,457.25,279.58,323.26,1429.96,715.5,166.45858764648438,96.10775756835938,1011.1300048828125,109.67105102539062,85.90863037109375,12.989999771118164,115.4800033569336,13.050000190734863
2016-02-18,332.96,343.61,457.57,279.6,323.29,1418.22,723.38,165.77674865722656,95.0107192993164,1004.7100219726562,109.92433166503906,86.60855102539062,12.930000305175781,118.29000091552734,13.0
2016-02-19,,,,,,,,165.69915771484375,95.29200744628906,1010.010009765625,109.82826232910156,86.54769897460938,12.8100004196167,117.58000183105469,12.529999732971191
2016-02-21,332.8,343.55,458.04,279.56,323.26,1422.2,723.32,,,,,,,,
2016-02-22,332.72,343.35,457.51,279.41,323.28,1436.32,730.92,168.09829711914062,96.83911895751953,1021.739990234375,109.80205535888672,86.72269439697266,13.0600004196167,115.48999786376953,13.010000228881836
2016-02-23,332.76,343.45,457.55,279.43,323.29,1430.23,733.03,165.97531127929688,95.2451400756836,1012.1500244140625,109.88938903808594,86.89767456054688,12.800000190734863,117.22000122070312,12.532999992370605
2016-02-24,333.37,344.4,458.71,279.43,323.32,1420.76,727.38,166.73471069335938,96.1546401977539,1022.0800170898438,109.92433166503906,86.98135375976562,12.979999542236328,117.61000061035156,12.420000076293945
2016-02-25,333.77,344.74,458.65,279.42,323.34,1427.09,729.48,168.75418090820312,97.10165405273438,1031.5799560546875,110.11651611328125,87.46824645996094,13.050000190734863,117.91999816894531,12.989500045776367
2016-02-26,,,,,,,,168.36578369140625,96.97975158691406,1037.1800537109375,109.81954193115234,87.43778991699219,13.029999732971191,117.11000061035156,13.0
2016-02-28,334.08,344.86,458.05,279.47,323.33,1441.03,736.19,,,,,,,,
2016-02-29,334.71,345.45,458.6,279.47,323.29,1437.93,738.59,167.04542541503906,96.10775756835938,1033.9000244140625,109.8631820678711,87.49867248535156,13.199999809265137,118.63999938964844,13.29520034790039
2016-03-01,334.78,345.17,458.21,279.47,323.29,1442.54,741.54,170.97215270996094,99.19256591796875,1054.489990234375,109.35869598388672,87.02181243896484,13.239999771118164,117.7699966430664,13.45300006866455
2016-03-02,334.73,344.95,457.94,279.42,323.27,1447.89,745.24,171.74029541015625,99.23005676269531,1065.6700439453125,109.2624740600586,87.19725799560547,13.34000015258789,118.68000030517578,13.463000297546387
2016-03-03,334.62,344.72,457.74,279.42,323.25,1449.75,741.8,172.41334533691406,99.04255676269531,1076.050048828125,109.27123260498047,87.60932922363281,13.350000381469727,120.7300033569336,13.470000267028809
2016-03-04,,,,,,,,172.97434997558594,99.08006286621094,1081.9300537109375,109.11384582519531,87.59407806396484,13.699999809265137,120.54000091552734,14.020000457763672
2016-03-06,334.66,344.62,457.48,279.46,323.28,1458.86,749.44,,,,,,,,
2016-03-07,334.07,344.11,457.12,279.45,323.25,1457.48,743.01,173.11244201660156,98.47057342529297,1094.1500244140625,108.94772338867188,87.69327545166016,14.050000190734863,121.13999938964844,14.770000457763672
2016-03-08,334.58,344.79,457.69,279.46,323.25,1460.48,740.66,171.22239685058594,97.65483093261719,1067.8800048828125,109.29747772216797,88.1586685180664,13.779999732971191,120.58000183105469,14.359999656677246
2016-03-09,334.4,344.54,457.36,279.5,323.24,1466.47,739.83,172.06820678710938,98.2830810546875,1072.77001953125,109.10513305664062,88.05950927734375,14.149999618530273,119.58000183105469,14.770000457763672
2016-03-10,334.59,344.67,457.42,279.52,323.25,1478.61,742.94,172.20623779296875,98.133056640625,1063.989990234375,108.8165512084961,88.42573547363281,14.039999961853027,121.5,14.502400398254395
2016-03-11,,,,,,,,174.98519897460938,99.84891510009766,1087.56005859375,108.66789245605469,88.67754364013672,14.15999984741211,119.41000366210938,14.719900131225586
2016-03-13,333.96,344.02,456.68,279.52,323.22,1487.65,749.01,,,,,,,,
2016-03-14,334.12,344.06,456.47,279.56,323.16,1487.74,746.08,174.76075744628906,100.01770782470703,1084.25,108.65045928955078,88.93694305419922,14.0,117.87000274658203,14.345000267028809
2016-03-15,334.13,343.85,456.19,279.63,323.18,1483.36,740.6,174.4759979248047,99.98018646240234,1066.6700439453125,108.65916442871094,88.90643310546875,13.869999885559082,117.95999908447266,14.109999656677246
2016-03-16,334.5,344.15,455.93,279.67,323.16,1488.76,751.13,175.48573303222656,100.87093353271484,1074.510009765625,109.11384582519531,89.33372497558594,14.1899995803833,120.58999633789062,14.680000305175781
2016-03-17,335.36,344.91,456.68,279.82,323.18,1483.21,753.83,176.5990447998047,100.81466674804688,1091.25,109.19252014160156,89.60843658447266,14.380000114440918,120.12999725341797,15.142399787902832
2016-03-18,,,,,,,,177.29299926757812,100.97265625,1101.6700439453125,109.4198989868164,89.8144302368164,14.3100004196167,119.80000305175781,15.143699645996094
2016-03-20,335.47,344.95,456.91,279.83,323.19,1485.03,768.4,,,,,,,,
2016-03-21,334.95,344.3,456.22,279.88,323.15,1485.32,769.45,177.54454040527344,101.36766052246094,1098.5799560546875,109.1838150024414,89.70762634277344,14.369999885559082,118.95999908447266,15.2322998046875
2016-03-22,334.97,344.21,456.25,279.91,323.19,1488.35,767.51,177.44912719726562,101.677978515625,1097.3399658203125,109.06139373779297,89.53972625732422,14.399999618530273,119.30999755859375,15.140000343322754
2016-03-23,334.96,344.12,456.36,279.84,323.15,1485.9,766.07,176.27806091308594,100.84101104736328,1075.699951171875,109.3237075805664,89.98992156982422,14.039999961853027,116.61000061035156,14.802200317382812
2016-03-24,,,,,,,,176.199951171875,100.86921691894531,1079.5400390625,109.2624740600586,89.95174407958984,13.989999771118164,116.33000183105469,14.685999870300293
2016-03-27,334.79,344.03,456.22,279.84,323.12,1474.98,759.09,,,,,,,,
2016-03-28,334.87,344.15,456.56,279.93,323.15,1475.03,755.74,176.30409240722656,100.72817993164062,1080.22998046875,109.31498718261719,90.00518035888672,13.979999542236328,116.5999984741211,14.5600004196167
2016-03-29,334.75,343.91,456.69,279.96,323.16,1463.9,752.69,177.93487548828125,102.34568786621094,1109.0799560546875,109.78712463378906,90.40955352783203,13.880000114440918,118.76000213623047,14.35990047454834
2016-03-30,334.9,344.06,457.06,279.92,323.17,1462.52,761.62,178.71563720703125,102.8440933227539,1110.43994140625,109.88331604003906,90.30274200439453,13.770000457763672,117.0999984741211,14.288299560546875
2016-03-31,335.28,344.5,457.58,279.89,323.19,1450.39,758.47,178.28189086914062,102.69364166259766,1114.030029296875,110.12811279296875,90.661376953125,13.789999961853027,117.63999938964844,14.368499755859375
2016-04-01,,,,,,,,179.496337890625,103.7845230102539,1117.6800537109375,110.04497528076172,90.95368957519531,13.510000228881836,116.93000030517578,13.834500312805176
2016-04-03,335.75,345.11,458.36,279.85,323.19,1448.95,760.13,,,,,,,,
2016-04-04,335.69,345.13,458.57,279.81,323.22,1451.98,767.65,178.91510009765625,103.3895492553711,1108.5400390625,110.13251495361328,90.9613265991211,13.289999961853027,116.1500015258789,13.449700355529785
2016-04-05,336.14,345.72,459.36,279.84,323.24,1439.41,765.48,177.128173828125,102.39271545410156,1095.8499755859375,110.36011505126953,91.25209045410156,13.279999732971191,117.66000366210938,13.449999809265137
2016-04-06,336.26,345.8,459.35,279.86,323.23,1443.92,761.63,179.06260681152344,104.07605743408203,1108.81005859375,110.26383972167969,91.17552947998047,13.550000190734863,116.94000244140625,14.029999732971191
2016-04-07,336.53,346.11,460.03,279.88,323.25,1443.5,760.2,176.9199981689453,102.58079528808594,1092.7900390625,110.54393768310547,91.42040252685547,13.510000228881836,118.61000061035156,13.760000228881836
2016-04-08,,,,,,,,177.3970489501953,102.50555419921875,1097.31005859375,110.46517181396484,91.21381378173828,13.949999809265137,118.43000030517578,14.6899995803833
2016-04-10,336.46,345.99,459.69,279.86,323.22,1437.1,757.14,,,,,,,,
2016-04-11,336.42,345.98,459.21,279.86,323.23,1451.95,765.66,176.980712890625,102.12939453125,1094.3399658203125,110.46517181396484,91.20616912841797,14.0600004196167,120.02999877929688,14.989999771118164
2016-04-12,336.34,345.85,458.79,279.84,323.21,1448.3,765.71,178.62890625,102.98514556884766,1105.7099609375,110.22879791259766,90.84656524658203,14.430000305175781,120.05000305175781,15.574999809265137
2016-04-13,336.45,345.82,458.41,279.87,323.21,1467.11,777.66,180.43321228027344,104.3017578125,1129.9300537109375,110.17628479003906,91.16028594970703,14.390000343322754,118.7699966430664,15.423999786376953
2016-04-14,336.78,346.11,458.7,279.88,323.24,1474.23,777.12,180.44187927246094,104.3111572265625,1128.5899658203125,110.04497528076172,91.09905242919922,14.329999923706055,117.11000061035156,15.267999649047852
2016-04-15,,,,,,,,180.2423553466797,104.0478286743164,1130.9200439453125,110.22879791259766,91.48162841796875,14.210000038146973,117.91999816894531,15.015999794006348
2016-04-17,337.17,346.52,459.45,279.91,323.25,1489.18,784.54,,,,,,,,
2016-04-18,336.99,346.33,459.08,279.95,323.26,1492.85,786.41,181.50889587402344,104.6026840209961,1139.280029296875,110.17628479003906,91.58114624023438,14.199999809265137,117.73999786376953,14.910699844360352
2016-04-19,337.07,346.36,458.83,279.88,323.28,1502.66,788.43,182.0813751220703,103.96321868896484,1140.22998046875,110.04497528076172,91.74944305419922,14.510000228881836,119.58000183105469,15.253999710083008
2016-04-20,337.28,346.71,459.06,279.9,323.26,1498.6,787.55,182.2549285888672,104.0478286743164,1142.2900390625,109.7998275756836,91.49693298339844,14.829999923706055,118.97000122070312,15.869999885559082
2016-04-21,337.12,346.3,458.29,279.88,323.28,1496.41,790.72,181.27467346191406,104.05723571777344,1135.77001953125,109.64230346679688,91.4586410522461,14.760000228881836,119.41999816894531,15.729999542236328
2016-04-22,,,,,,,,181.27467346191406,102.48672485351562,1146.68994140625,109.61604309082031,91.55816650390625,14.680000305175781,117.88999938964844,15.699999809265137
2016-04-24,337.32,346.54,458.5,279.88,323.27,1496.56,799.92,,,,,,,,
2016-04-25,337.51,346.77,458.64,279.88,323.29,1484.28,795.23,180.96234130859375,102.48672485351562,1138.0999755859375,109.5110092163086,91.34388732910156,14.600000381469727,118.2300033569336,15.699999809265137
2016-04-26,337.32,346.55,458.09,279.87,323.27,1463.89,793.69,181.23126220703125,101.98831176757812,1150.72998046875,109.41468811035156,91.30564880371094,14.84000015258789,118.69999694824219,15.828499794006348
2016-04-27,337.43,346.68,458.17,279.87,323.26,1438.66,786.15,181.60433959960938,101.17015075683594,1154.1500244140625,109.74732971191406,91.88714599609375,15.050000190734863,119.04000091552734,16.309900283813477
2016-04-28,,,,,,,,179.9561004638672,99.94762420654297,1140.4000244140625,109.95745849609375,91.97130584716797,15.100000381469727,121.29000091552734,16.360000610351562
2016-04-29,,,,,,,,178.9845733642578,99.42096710205078,1130.8499755859375,109.97492218017578,92.07078552246094,15.220000267028809,123.6500015258789,16.440000534057617
2016-05-01,337.89,347.3,459.31,279.87,323.28,1413.84,778.25,,,,,,,,
